,,,,,,
0,0.00,0.09620,222.70559,,,
1,0.00,0.09620,222.70559,,,
2,0.00,0.09620,222.70559,,,
3,0.00,0.09620,222.70559,,,
4,0.00,0.09620,222.70559,,,
5,0.00,0.09620,222.70559,,,
6,0.00,0.09620,222.70559,,,
7,0.00,0.09620,222.70559,,,
8,0.00,0.09620,222.70559,,,
9,0.00,0.09620,222.70559,,,
10,0.00,0.09620,222.70559,,,
11,0.00,0.09620,222.70559,,,
12,0.00,0.09620,222.70559,,,
13,0.02,0.09620,222.70559,,,
14,0.03,0.09620,222.70559,,,
15,0.06,0.09620,222.70559,,,
16,0.11,0.09620,222.70559,,,
17,0.25,0.09620,222.70559,,,
18,0.45,0.09620,222.70559,,,
19,0.63,0.09620,222.70559,,,
20,1.01,0.09620,222.70559,,,
21,1.47,0.09620,222.70559,,,
22,2.14,0.09620,222.70559,,,
23,2.80,0.09620,222.70559,,,
24,3.54,0.09620,222.70559,,,
25,4.37,0.09620,222.70559,,,
26,5.48,0.09620,222.70559,,,
27,6.72,0.09620,222.70559,,,
28,7.84,0.09620,222.70559,,,
29,9.31,0.09620,222.70559,,,
30,11.18,0.09620,222.70559,,,
31,13.84,0.09620,222.70559,,,
32,16.11,0.09620,222.70559,,,
33,17.83,0.09620,222.70559,,,
34,19.27,0.09620,222.70559,,,
35,21.53,0.09620,222.70559,,,
36,24.75,0.09620,222.70559,,,
37,28.19,0.09620,222.70559,,,
38,32.32,0.09620,222.70559,,,
39,37.25,0.09620,222.70559,,,
40,40.38,0.09620,222.70559,,,
41,44.18,0.09620,222.70559,,,
42,48.16,0.19219,222.91586,,,
43,51.10,0.09620,222.70559,,,
44,55.37,0.19219,222.91586,,,
45,60.46,0.19219,222.91586,,,
46,65.10,0.19219,222.91586,,,
47,68.51,0.09620,222.70559,,,
48,73.44,0.19219,222.91586,,,
49,79.29,0.19219,222.91586,,,
50,83.82,0.19219,222.91586,,,
51,88.47,0.19219,222.91586,,,
52,91.64,0.19219,222.91586,,,
53,97.33,0.19219,222.91586,,,
54,104.04,0.19219,222.91586,,,
55,107.48,0.19219,222.91586,,,
56,110.10,0.19219,222.91586,,,
57,112.75,0.19219,222.91586,,,
58,113.64,0.19219,222.91586,,,
59,113.64,0.28796,223.12380,,,
60,113.64,0.28796,223.12380,,,
61,113.64,0.28796,223.12380,,,
62,113.64,0.28796,223.12380,,,
63,113.64,0.28796,223.12380,,,
64,113.64,0.28796,223.12380,,,
65,113.64,0.28796,223.12380,,,
66,113.64,0.28796,223.12380,,,
67,113.64,0.28796,223.12380,,,
69,113.64,0.28796,223.12380,,,
70,113.64,0.28796,223.12380,,,
71,113.64,0.28796,223.12380,,,
72,113.64,0.28796,223.12380,,,
73,113.64,0.28796,223.12380,,,
74,113.64,0.28796,223.12380,,,
75,113.64,0.38352,223.32942,,,
76,113.64,0.38352,223.32942,,,
77,113.64,0.28796,223.12380,,,
78,113.64,0.38352,223.32942,,,
79,113.64,0.38352,223.32942,,,
80,113.64,0.38352,223.32942,,,
81,113.64,0.38352,223.32942,,,
82,113.64,0.38352,223.32942,,,
83,113.64,0.38352,223.32942,,,
84,113.64,0.38352,223.32942,,,
85,113.64,0.38352,223.32942,,,
86,113.64,0.38352,223.32942,,,
87,113.64,0.38352,223.32942,,,
88,113.64,0.38352,223.32942,,,
89,113.64,0.38352,223.32942,,,
90,113.64,0.38352,223.32942,,,
91,113.64,0.47885,223.53277,,,
92,113.64,0.38352,223.32942,,,
93,113.64,0.47885,223.53277,,,
94,113.64,0.47885,223.53277,,,
95,113.64,0.47885,223.53277,,,
96,113.64,0.47885,223.53277,,,
97,113.64,0.47885,223.53277,,,
98,113.64,0.47885,223.53277,,,
99,113.64,0.47885,223.53277,,,
100,113.64,0.47885,223.53277,,,
101,113.64,0.47885,223.53277,,,
102,113.64,0.47885,223.53277,,,
103,113.64,0.47885,223.53277,,,
104,113.64,0.47885,223.53277,,,
105,113.64,0.57397,223.73396,,,
106,113.64,0.47885,223.53277,,,
107,113.64,0.47885,223.53277,,,
108,113.64,0.47885,223.53277,,,
109,113.64,0.47885,223.53277,,,
110,113.64,0.57397,223.73396,,,
111,113.64,0.47885,223.53277,,,
112,113.64,0.57397,223.73396,,,
113,113.64,0.47885,223.53277,,,
114,113.64,0.57397,223.73396,,,
115,113.64,0.47885,223.53277,,,
116,113.64,0.57397,223.73396,,,
117,113.64,0.57397,223.73396,,,
118,113.64,0.57397,223.73396,,,
119,113.64,0.57397,223.73396,,,
120,113.64,0.57397,223.73396,,,
121,113.64,0.57397,223.73396,,,
122,113.64,0.57397,223.73396,,,
123,113.64,0.57397,223.73396,,,
124,113.64,0.57397,223.73396,,,
125,113.64,0.57397,223.73396,,,
126,113.64,0.57397,223.73396,,,
127,113.64,0.57397,223.73396,,,
128,113.64,0.57397,223.73396,,,
129,113.64,0.57397,223.73396,,,
130,113.64,0.66888,223.93298,,,
131,113.64,0.57397,223.73396,,,
132,113.64,0.57397,223.73396,,,
133,113.64,0.57397,223.73396,,,
135,113.64,0.57397,223.73396,,,
136,113.64,0.57397,223.73396,,,
137,113.64,0.66888,223.93298,,,
138,113.64,0.57397,223.73396,,,
139,113.64,0.66888,223.93298,,,
140,113.64,0.66888,223.93298,,,
141,113.64,0.57397,223.73396,,,
142,113.64,0.66888,223.93298,,,
143,113.64,0.57397,223.73396,,,
144,113.64,0.66888,223.93298,,,
145,113.64,0.57397,223.73396,,,
146,113.64,0.66888,223.93298,,,
147,113.64,0.66888,223.93298,,,
148,113.64,0.66888,223.93298,,,
149,113.64,0.66888,223.93298,,,
150,113.64,0.66888,223.93298,,,